Timestamp,Biomarker,Label
2024-01-05 11:10:00,305,0
2024-01-05 11:20:00,269,0
2024-01-05 11:30:00,245,0
2024-01-05 11:40:00,297,0
2024-01-05 11:50:00,282,0
2024-01-05 12:00:00,272,0
2024-01-05 12:10:00,310,0
2024-01-05 12:20:00,236,0
2024-01-05 12:30:00,218,0
2024-01-05 12:40:00,232,0
2024-01-05 12:50:00,350,0
2024-01-05 13:00:00,307,0
2024-01-05 13:10:00,354,0
2024-01-05 13:20:00,306,0
2024-01-05 13:30:00,311,0
2024-01-05 13:40:00,249,0
2024-01-05 13:50:00,349,0
2024-01-05 14:00:00,333,0
2024-01-05 14:10:00,338,0
2024-01-05 14:20:00,298,0
2024-01-05 14:30:00,228,0
2024-01-05 14:40:00,263,0
2024-01-05 14:50:00,218,0
2024-01-05 15:00:00,289,0
2024-01-05 15:10:00,201,0
2024-01-05 15:20:00,217,0
2024-01-05 15:30:00,280,0
2024-01-05 15:40:00,307,0
2024-01-05 15:50:00,385,0
2024-01-05 16:00:00,347,0
2024-01-05 16:10:00,335,0
2024-01-05 16:20:00,321,0
2024-01-05 16:30:00,458,1
2024-01-05 16:40:00,530,1
2024-01-05 16:50:00,638,1
2024-01-05 17:00:00,197,1
2024-01-05 17:10:00,448,1
2024-01-05 17:20:00,367,1
2024-01-05 17:30:00,416,1
2024-01-05 17:40:00,496,1
2024-01-05 17:50:00,310,1
2024-01-05 18:00:00,408,1
2024-01-05 18:10:00,534,1
2024-01-05 18:20:00,287,1
2024-01-05 18:30:00,319,1
2024-01-05 18:40:00,375,1
2024-01-05 18:50:00,356,1
2024-01-05 19:00:00,305,1
2024-01-05 19:10:00,462,1
2024-01-05 19:20:00,255,1
2024-01-05 19:30:00,543,1
2024-01-05 19:40:00,522,1
2024-01-05 19:50:00,590,1
2024-01-05 20:00:00,210,1
2024-01-05 20:10:00,639,1
2024-01-05 20:20:00,263,1
2024-01-05 20:30:00,364,1
2024-01-05 20:40:00,453,1
2024-01-05 20:50:00,313,1
2024-01-05 21:00:00,229,1
2024-01-05 21:10:00,466,1
2024-01-05 21:20:00,326,1
2024-01-05 21:30:00,494,1
2024-01-05 21:40:00,565,1
2024-01-05 21:50:00,220,1
2024-01-05 22:00:00,305,1
2024-01-05 22:10:00,308,1
2024-01-05 22:20:00,452,1
2024-01-05 22:30:00,336,1
2024-01-05 22:40:00,461,1
2024-01-05 22:50:00,277,1
2024-01-05 23:00:00,560,1
2024-01-05 23:10:00,360,1
2024-01-05 23:20:00,480,1
2024-01-05 23:30:00,396,1
2024-01-05 23:40:00,511,1
2024-01-05 23:50:00,542,1
2024-01-06 00:00:00,397,1
2024-01-06 00:10:00,452,1
2024-01-06 00:20:00,606,1
2024-01-06 00:30:00,577,1
2024-01-06 00:40:00,443,1
2024-01-06 00:50:00,509,1
2024-01-06 01:00:00,447,1
2024-01-06 01:10:00,175,1
2024-01-06 01:20:00,468,1
2024-01-06 01:30:00,483,1
2024-01-06 01:40:00,297,1
2024-01-06 01:50:00,288,1
2024-01-06 02:00:00,437,1
2024-01-06 02:10:00,395,1
2024-01-06 02:20:00,397,1
2024-01-06 02:30:00,273,1
2024-01-06 02:40:00,590,1
2024-01-06 02:50:00,379,1
2024-01-06 03:00:00,525,1
2024-01-06 03:10:00,499,1
2024-01-06 03:20:00,296,1
2024-01-06 03:30:00,445,1
2024-01-06 03:40:00,314,1
2024-01-06 03:50:00,449,1
2024-01-06 04:00:00,470,1
2024-01-06 04:10:00,395,1
2024-01-06 04:20:00,248,1
2024-01-06 04:30:00,297,1
2024-01-06 04:40:00,349,1
2024-01-06 04:50:00,201,1
2024-01-06 05:00:00,435,1
2024-01-06 05:10:00,581,1
2024-01-06 05:20:00,514,1
2024-01-06 05:30:00,524,1
2024-01-06 05:40:00,471,1
2024-01-06 05:50:00,483,1
2024-01-06 06:00:00,380,1
2024-01-06 06:10:00,423,1
2024-01-06 06:20:00,315,1
2024-01-06 06:30:00,427,1
2024-01-06 06:40:00,315,1
2024-01-06 06:50:00,275,1
2024-01-06 07:00:00,368,1
2024-01-06 07:10:00,362,1
2024-01-06 07:20:00,361,1
2024-01-06 07:30:00,385,1
2024-01-06 07:40:00,282,1
2024-01-06 07:50:00,227,1
2024-01-06 08:00:00,468,1
2024-01-06 08:10:00,361,1
2024-01-06 08:20:00,383,1
2024-01-06 08:30:00,564,1
2024-01-06 08:40:00,308,1
2024-01-06 08:50:00,511,1
2024-01-06 09:00:00,229,1
2024-01-06 09:10:00,470,1
2024-01-06 09:20:00,293,0.5
2024-01-06 09:30:00,471,0.5
2024-01-06 09:40:00,272,0.5
2024-01-06 09:50:00,356,0.5
2024-01-06 10:00:00,394,0.5
2024-01-06 10:10:00,425,0.5
2024-01-06 10:20:00,298,0.5
2024-01-06 10:30:00,303,0.5
2024-01-06 10:40:00,471,0.5
2024-01-06 10:50:00,295,0.5
2024-01-06 11:00:00,426,0.5
2024-01-06 11:10:00,285,0.5
2024-01-06 11:20:00,417,0.5
2024-01-06 11:30:00,399,0.5
2024-01-06 11:40:00,316,0.5
2024-01-06 11:50:00,401,0.5
2024-01-06 12:00:00,378,0.5
2024-01-06 12:10:00,375,0.5
2024-01-06 12:20:00,236,0.5
2024-01-06 12:30:00,259,0.5
2024-01-06 12:40:00,312,0.5
2024-01-06 12:50:00,278,0.5
2024-01-06 13:00:00,388,0.5
2024-01-06 13:10:00,407,0.5
2024-01-06 13:20:00,365,0.5
2024-01-06 13:30:00,270,0.5
2024-01-06 13:40:00,370,0.5
2024-01-06 13:50:00,339,0.5
2024-01-06 14:00:00,133,0.5
2024-01-06 14:10:00,239,0.5
2024-01-06 14:20:00,368,0.5
2024-01-06 14:30:00,200,0.5
2024-01-06 14:40:00,441,0.5
2024-01-06 14:50:00,402,0.5
2024-01-06 15:00:00,418,0.5
2024-01-06 15:10:00,303,0.5
2024-01-06 15:20:00,256,0.5
2024-01-06 15:30:00,396,0.5
2024-01-06 15:40:00,452,0.5
2024-01-06 15:50:00,388,0.5
2024-01-06 16:00:00,402,0.5
2024-01-06 16:10:00,337,0.5
2024-01-06 16:20:00,399,0.5
2024-01-06 16:30:00,225,0.5
2024-01-06 16:40:00,316,0.5
2024-01-06 16:50:00,379,0.5
2024-01-06 17:00:00,430,0.5
2024-01-06 17:10:00,166,0.5
2024-01-06 17:20:00,395,0.5
2024-01-06 17:30:00,370,0.5
2024-01-06 17:40:00,273,0.5
2024-01-06 17:50:00,366,0.5
2024-01-06 18:00:00,341,0.5
2024-01-06 18:10:00,299,0.5
2024-01-06 18:20:00,113,0.5
2024-01-06 18:30:00,416,0.5
2024-01-06 18:40:00,269,0.5
2024-01-06 18:50:00,346,0.5
2024-01-06 19:00:00,284,0.5
2024-01-06 19:10:00,301,0.5
2024-01-06 19:20:00,349,0.5
2024-01-06 19:30:00,490,0.5
2024-01-06 19:40:00,271,0.5
2024-01-06 19:50:00,469,0.5
2024-01-06 20:00:00,371,0.5
2024-01-06 20:10:00,360,0.5
2024-01-06 20:20:00,345,0.5
2024-01-06 20:30:00,294,0.5
2024-01-06 20:40:00,328,0.5
2024-01-06 20:50:00,382,0.5
2024-01-06 21:00:00,432,0.5
2024-01-06 21:10:00,358,0.5
2024-01-06 21:20:00,405,0.5
2024-01-06 21:30:00,315,0.5
2024-01-06 21:40:00,367,0.5
2024-01-06 21:50:00,329,0.5
2024-01-06 22:00:00,282,0.5
2024-01-06 22:10:00,337,0.5
2024-01-06 22:20:00,391,0.5
2024-01-06 22:30:00,234,0.5
2024-01-06 22:40:00,226,0.5
2024-01-06 22:50:00,486,0.5
2024-01-06 23:00:00,366,0.5
2024-01-06 23:10:00,493,0.5
2024-01-06 23:20:00,406,0.5
2024-01-06 23:30:00,301,0.5
2024-01-06 23:40:00,381,0.5
2024-01-06 23:50:00,288,0.5
2024-01-07 00:00:00,395,0.5
2024-01-07 00:10:00,276,0.5
2024-01-07 00:20:00,412,0.5
2024-01-07 00:30:00,376,0.5
2024-01-07 00:40:00,537,0.5
2024-01-07 00:50:00,385,0.5
2024-01-07 01:00:00,335,0.5
2024-01-07 01:10:00,339,0.5
2024-01-07 01:20:00,331,0.5
2024-01-07 01:30:00,267,0.5
2024-01-07 01:40:00,362,0.5
2024-01-07 01:50:00,369,0.5
2024-01-07 02:00:00,170,0.5
2024-01-07 02:10:00,317,0.5
2024-01-07 02:20:00,343,1
2024-01-07 02:30:00,266,1
2024-01-07 02:40:00,407,1
2024-01-07 02:50:00,309,1
2024-01-07 03:00:00,433,1
2024-01-07 03:10:00,449,1
2024-01-07 03:20:00,437,1
2024-01-07 03:30:00,472,1
2024-01-07 03:40:00,420,1
2024-01-07 03:50:00,439,1
2024-01-07 04:00:00,476,1
2024-01-07 04:10:00,485,1
2024-01-07 04:20:00,427,1
2024-01-07 04:30:00,340,1
2024-01-07 04:40:00,465,1
2024-01-07 04:50:00,475,1
2024-01-07 05:00:00,260,1
2024-01-07 05:10:00,497,1
2024-01-07 05:20:00,508,1
2024-01-07 05:30:00,411,1
2024-01-07 05:40:00,448,1
2024-01-07 05:50:00,518,1
2024-01-07 06:00:00,482,1
2024-01-07 06:10:00,249,1
2024-01-07 06:20:00,383,1
2024-01-07 06:30:00,579,1
2024-01-07 06:40:00,448,1
2024-01-07 06:50:00,174,1
2024-01-07 07:00:00,419,1
2024-01-07 07:10:00,373,1
2024-01-07 07:20:00,218,1
2024-01-07 07:30:00,388,1
2024-01-07 07:40:00,294,1
2024-01-07 07:50:00,325,1
2024-01-07 08:00:00,556,1
2024-01-07 08:10:00,331,1
2024-01-07 08:20:00,342,1
2024-01-07 08:30:00,323,1
2024-01-07 08:40:00,413,1
2024-01-07 08:50:00,439,1
2024-01-07 09:00:00,464,1
2024-01-07 09:10:00,230,1
2024-01-07 09:20:00,284,1
2024-01-07 09:30:00,331,1
2024-01-07 09:40:00,268,1
2024-01-07 09:50:00,428,1
2024-01-07 10:00:00,411,1
2024-01-07 10:10:00,543,1
2024-01-07 10:20:00,504,1
2024-01-07 10:30:00,335,1
2024-01-07 10:40:00,266,1
2024-01-07 10:50:00,428,1
2024-01-07 11:00:00,437,1
2024-01-07 11:10:00,534,1
2024-01-07 11:20:00,313,1
2024-01-07 11:30:00,486,1
2024-01-07 11:40:00,407,1
2024-01-07 11:50:00,415,1
2024-01-07 12:00:00,282,1
2024-01-07 12:10:00,272,1
2024-01-07 12:20:00,380,1
2024-01-07 12:30:00,383,1
2024-01-07 12:40:00,404,1
2024-01-07 12:50:00,488,1
2024-01-07 13:00:00,207,1
2024-01-07 13:10:00,302,1
2024-01-07 13:20:00,298,1
2024-01-07 13:30:00,356,1
2024-01-07 13:40:00,437,1
2024-01-07 13:50:00,347,1
2024-01-07 14:00:00,249,1
2024-01-07 14:10:00,456,1
2024-01-07 14:20:00,375,1
2024-01-07 14:30:00,280,1
2024-01-07 14:40:00,367,1
2024-01-07 14:50:00,693,1
2024-01-07 15:00:00,452,1
2024-01-07 15:10:00,337,1
2024-01-07 15:20:00,443,1
2024-01-07 15:30:00,130,1
2024-01-07 15:40:00,356,1
2024-01-07 15:50:00,283,1
2024-01-07 16:00:00,539,1
2024-01-07 16:10:00,437,1
2024-01-07 16:20:00,336,1
2024-01-07 16:30:00,455,1
2024-01-07 16:40:00,403,1
2024-01-07 16:50:00,472,1
2024-01-07 17:00:00,385,1
2024-01-07 17:10:00,687,1
2024-01-07 17:20:00,369,1
2024-01-07 17:30:00,434,1
2024-01-07 17:40:00,426,1
2024-01-07 17:50:00,490,1
2024-01-07 18:00:00,442,1
2024-01-07 18:10:00,405,1
2024-01-07 18:20:00,457,1
2024-01-07 18:30:00,493,1
2024-01-07 18:40:00,345,1
2024-01-07 18:50:00,595,1
2024-01-07 19:00:00,340,1
2024-01-07 19:10:00,346,0
2024-01-07 19:20:00,308,0
2024-01-07 19:30:00,337,0
2024-01-07 19:40:00,260,0
2024-01-07 19:50:00,343,0
2024-01-07 20:00:00,227,0
2024-01-07 20:10:00,322,0
2024-01-07 20:20:00,285,0
2024-01-07 20:30:00,275,0
2024-01-07 20:40:00,287,0
2024-01-07 20:50:00,349,0
2024-01-07 21:00:00,321,0
2024-01-07 21:10:00,316,0
2024-01-07 21:20:00,324,0
2024-01-07 21:30:00,203,0
2024-01-07 21:40:00,338,0
2024-01-07 21:50:00,355,0
2024-01-07 22:00:00,209,0
2024-01-07 22:10:00,241,0
2024-01-07 22:20:00,257,0
2024-01-07 22:30:00,328,0
2024-01-07 22:40:00,258,0
2024-01-07 22:50:00,330,0
2024-01-07 23:00:00,322,0
2024-01-07 23:10:00,240,0
2024-01-07 23:20:00,273,0
2024-01-07 23:30:00,271,0
2024-01-07 23:40:00,344,0
2024-01-07 23:50:00,309,0
2024-01-08 00:00:00,283,0
2024-01-08 00:10:00,306,0
2024-01-08 00:20:00,160,0
2024-01-08 00:30:00,229,0
2024-01-08 00:40:00,255,0
2024-01-08 00:50:00,255,0
2024-01-08 01:00:00,310,0
2024-01-08 01:10:00,217,0
2024-01-08 01:20:00,154,0
2024-01-08 01:30:00,346,0
2024-01-08 01:40:00,330,0
2024-01-08 01:50:00,320,0
2024-01-08 02:00:00,321,0
2024-01-08 02:10:00,316,0
2024-01-08 02:20:00,296,0
2024-01-08 02:30:00,237,0
2024-01-08 02:40:00,264,0
2024-01-08 02:50:00,332,0
2024-01-08 03:00:00,273,0
2024-01-08 03:10:00,261,0
2024-01-08 03:20:00,218,0
2024-01-08 03:30:00,290,0
2024-01-08 03:40:00,328,0
2024-01-08 03:50:00,258,0
2024-01-08 04:00:00,282,0
2024-01-08 04:10:00,279,0
2024-01-08 04:20:00,301,0
2024-01-08 04:30:00,345,0
2024-01-08 04:40:00,356,0
2024-01-08 04:50:00,269,0
2024-01-08 05:00:00,243,0
2024-01-08 05:10:00,231,0
2024-01-08 05:20:00,324,0
2024-01-08 05:30:00,333,0
2024-01-08 05:40:00,294,0
2024-01-08 05:50:00,295,0
2024-01-08 06:00:00,230,0
2024-01-08 06:10:00,277,0
2024-01-08 06:20:00,312,0
2024-01-08 06:30:00,309,0
2024-01-08 06:40:00,342,0
2024-01-08 06:50:00,400,0
2024-01-08 07:00:00,275,0
2024-01-08 07:10:00,265,0
2024-01-08 07:20:00,304,0
2024-01-08 07:30:00,340,0
2024-01-08 07:40:00,314,0
2024-01-08 07:50:00,279,0
2024-01-08 08:00:00,279,0
2024-01-08 08:10:00,381,0
2024-01-08 08:20:00,309,0
2024-01-08 08:30:00,269,0
2024-01-08 08:40:00,319,0
2024-01-08 08:50:00,286,0
2024-01-08 09:00:00,309,0
2024-01-08 09:10:00,260,0
2024-01-08 09:20:00,284,0
2024-01-08 09:30:00,252,0
2024-01-08 09:40:00,248,0
2024-01-08 09:50:00,294,0
2024-01-08 10:00:00,326,0
2024-01-08 10:10:00,395,0
2024-01-08 10:20:00,297,0
2024-01-08 10:30:00,302,0
2024-01-08 10:40:00,216,0
2024-01-08 10:50:00,347,0
2024-01-08 11:00:00,207,0
2024-01-08 11:10:00,270,0
2024-01-08 11:20:00,268,0
2024-01-08 11:30:00,215,0
2024-01-08 11:40:00,308,0
2024-01-08 11:50:00,223,0
2024-01-08 12:00:00,421,0.5
2024-01-08 12:10:00,280,0.5
2024-01-08 12:20:00,318,0.5
2024-01-08 12:30:00,281,0.5
2024-01-08 12:40:00,349,0.5
2024-01-08 12:50:00,435,0.5
2024-01-08 13:00:00,273,0.5
2024-01-08 13:10:00,242,0.5
2024-01-08 13:20:00,335,0.5
2024-01-08 13:30:00,361,0.5
2024-01-08 13:40:00,359,0.5
2024-01-08 13:50:00,357,0.5
2024-01-08 14:00:00,327,0.5
2024-01-08 14:10:00,319,0.5
2024-01-08 14:20:00,317,0.5
2024-01-08 14:30:00,253,0.5
2024-01-08 14:40:00,348,0.5
2024-01-08 14:50:00,423,0.5
2024-01-08 15:00:00,376,0.5
2024-01-08 15:10:00,424,0.5
2024-01-08 15:20:00,377,0.5
2024-01-08 15:30:00,379,0.5
2024-01-08 15:40:00,350,0.5
2024-01-08 15:50:00,491,0.5
2024-01-08 16:00:00,360,0.5
2024-01-08 16:10:00,187,0.5
2024-01-08 16:20:00,274,0.5
2024-01-08 16:30:00,284,0.5
2024-01-08 16:40:00,327,0.5
2024-01-08 16:50:00,372,0.5
2024-01-08 17:00:00,324,0.5
2024-01-08 17:10:00,315,0.5
2024-01-08 17:20:00,459,0.5
2024-01-08 17:30:00,303,0.5
2024-01-08 17:40:00,329,0.5
2024-01-08 17:50:00,378,0.5
2024-01-08 18:00:00,307,0.5
2024-01-08 18:10:00,340,0.5
2024-01-08 18:20:00,280,0.5
2024-01-08 18:30:00,368,0.5
2024-01-08 18:40:00,365,0.5
2024-01-08 18:50:00,299,0.5
2024-01-08 19:00:00,321,0.5
2024-01-08 19:10:00,278,0.5
2024-01-08 19:20:00,494,0.5
2024-01-08 19:30:00,442,0.5
2024-01-08 19:40:00,424,0.5
2024-01-08 19:50:00,299,0.5
2024-01-08 20:00:00,477,0.5
2024-01-08 20:10:00,385,0.5
2024-01-08 20:20:00,320,0.5
2024-01-08 20:30:00,327,0.5
2024-01-08 20:40:00,259,0.5
2024-01-08 20:50:00,362,0.5
2024-01-08 21:00:00,469,0.5
2024-01-08 21:10:00,388,0.5
2024-01-08 21:20:00,372,0.5
2024-01-08 21:30:00,248,0.5
2024-01-08 21:40:00,296,0.5
2024-01-08 21:50:00,412,0.5
2024-01-08 22:00:00,333,0.5
2024-01-08 22:10:00,364,0.5
2024-01-08 22:20:00,322,0.5
2024-01-08 22:30:00,301,0.5
2024-01-08 22:40:00,334,0.5
2024-01-08 22:50:00,367,0.5
2024-01-08 23:00:00,396,0.5
2024-01-08 23:10:00,291,0.5
2024-01-08 23:20:00,401,0.5
2024-01-08 23:30:00,376,0.5
2024-01-08 23:40:00,383,0.5
2024-01-08 23:50:00,383,0.5
2024-01-09 00:00:00,337,0.5
2024-01-09 00:10:00,249,0.5
2024-01-09 00:20:00,312,0.5
2024-01-09 00:30:00,341,0.5
2024-01-09 00:40:00,336,0.5
2024-01-09 00:50:00,261,0.5
2024-01-09 01:00:00,406,0.5
2024-01-09 01:10:00,384,0.5
2024-01-09 01:20:00,237,0.5
2024-01-09 01:30:00,386,0.5
2024-01-09 01:40:00,368,0.5
2024-01-09 01:50:00,284,0.5
2024-01-09 02:00:00,229,0.5
2024-01-09 02:10:00,403,0.5
2024-01-09 02:20:00,332,0.5
2024-01-09 02:30:00,245,0.5
2024-01-09 02:40:00,388,0.5
2024-01-09 02:50:00,240,0.5
2024-01-09 03:00:00,289,0.5
2024-01-09 03:10:00,311,0.5
2024-01-09 03:20:00,369,0.5
2024-01-09 03:30:00,292,0.5
2024-01-09 03:40:00,402,0.5
2024-01-09 03:50:00,192,0.5
2024-01-09 04:00:00,435,0.5
2024-01-09 04:10:00,352,0.5
2024-01-09 04:20:00,473,0.5
2024-01-09 04:30:00,456,0.5
2024-01-09 04:40:00,335,0.5
2024-01-09 04:50:00,459,0.5
2024-01-09 05:00:00,474,0.5
2024-01-09 05:10:00,463,0.5
2024-01-09 05:20:00,438,1
2024-01-09 05:30:00,330,1
2024-01-09 05:40:00,370,1
2024-01-09 05:50:00,373,1
2024-01-09 06:00:00,254,1
2024-01-09 06:10:00,289,1
2024-01-09 06:20:00,174,1
2024-01-09 06:30:00,431,1
2024-01-09 06:40:00,114,1
2024-01-09 06:50:00,449,1
2024-01-09 07:00:00,431,1
2024-01-09 07:10:00,387,1
2024-01-09 07:20:00,227,1
2024-01-09 07:30:00,296,1
2024-01-09 07:40:00,179,1
2024-01-09 07:50:00,292,1
2024-01-09 08:00:00,373,1
2024-01-09 08:10:00,455,1
2024-01-09 08:20:00,430,1
2024-01-09 08:30:00,578,1
2024-01-09 08:40:00,446,1
2024-01-09 08:50:00,533,1
2024-01-09 09:00:00,599,1
2024-01-09 09:10:00,273,1
2024-01-09 09:20:00,311,1
2024-01-09 09:30:00,463,1
2024-01-09 09:40:00,381,1
2024-01-09 09:50:00,336,1
2024-01-09 10:00:00,678,1
2024-01-09 10:10:00,293,1
2024-01-09 10:20:00,300,1
2024-01-09 10:30:00,339,1
2024-01-09 10:40:00,413,1
2024-01-09 10:50:00,420,1
2024-01-09 11:00:00,398,1
2024-01-09 11:10:00,373,1
2024-01-09 11:20:00,466,1
2024-01-09 11:30:00,418,1
2024-01-09 11:40:00,261,1
2024-01-09 11:50:00,545,1
2024-01-09 12:00:00,561,1
2024-01-09 12:10:00,480,1
2024-01-09 12:20:00,300,1
2024-01-09 12:30:00,475,1
2024-01-09 12:40:00,386,1
2024-01-09 12:50:00,131,1
2024-01-09 13:00:00,336,1
2024-01-09 13:10:00,513,1
2024-01-09 13:20:00,381,1
2024-01-09 13:30:00,464,1
2024-01-09 13:40:00,324,1
2024-01-09 13:50:00,448,1
2024-01-09 14:00:00,315,1
2024-01-09 14:10:00,549,1
2024-01-09 14:20:00,411,1
2024-01-09 14:30:00,285,1
2024-01-09 14:40:00,373,1
2024-01-09 14:50:00,309,1
2024-01-09 15:00:00,187,1
2024-01-09 15:10:00,248,1
2024-01-09 15:20:00,552,1
2024-01-09 15:30:00,302,1
2024-01-09 15:40:00,399,1
2024-01-09 15:50:00,455,1
2024-01-09 16:00:00,306,1
2024-01-09 16:10:00,440,1
2024-01-09 16:20:00,367,1
2024-01-09 16:30:00,278,1
2024-01-09 16:40:00,453,1
2024-01-09 16:50:00,205,1
2024-01-09 17:00:00,531,1
2024-01-09 17:10:00,566,1
2024-01-09 17:20:00,445,1
2024-01-09 17:30:00,368,1
2024-01-09 17:40:00,393,1
2024-01-09 17:50:00,390,1
2024-01-09 18:00:00,435,1
2024-01-09 18:10:00,569,1
2024-01-09 18:20:00,365,1
2024-01-09 18:30:00,626,1
2024-01-09 18:40:00,595,1
2024-01-09 18:50:00,335,1
2024-01-09 19:00:00,409,1
2024-01-09 19:10:00,423,1
2024-01-09 19:20:00,342,1
2024-01-09 19:30:00,433,1
2024-01-09 19:40:00,550,1
2024-01-09 19:50:00,378,1
2024-01-09 20:00:00,497,1
2024-01-09 20:10:00,513,1
2024-01-09 20:20:00,234,1
2024-01-09 20:30:00,390,1
2024-01-09 20:40:00,514,1
2024-01-09 20:50:00,307,1
2024-01-09 21:00:00,372,1
2024-01-09 21:10:00,415,1
2024-01-09 21:20:00,398,1
2024-01-09 21:30:00,345,1
2024-01-09 21:40:00,335,1
2024-01-09 21:50:00,372,1
2024-01-09 22:00:00,555,1
2024-01-09 22:10:00,364,1
2024-01-09 22:20:00,324,0.5
2024-01-09 22:30:00,251,0.5
2024-01-09 22:40:00,396,0.5
2024-01-09 22:50:00,329,0.5
2024-01-09 23:00:00,409,0.5
2024-01-09 23:10:00,202,0.5
2024-01-09 23:20:00,377,0.5
2024-01-09 23:30:00,329,0.5
2024-01-09 23:40:00,242,0.5
2024-01-09 23:50:00,408,0.5
2024-01-10 00:00:00,271,0.5
2024-01-10 00:10:00,286,0.5
2024-01-10 00:20:00,390,0.5
2024-01-10 00:30:00,362,0.5
2024-01-10 00:40:00,330,0.5
2024-01-10 00:50:00,350,0.5
2024-01-10 01:00:00,264,0.5
2024-01-10 01:10:00,469,0.5
2024-01-10 01:20:00,293,0.5
2024-01-10 01:30:00,319,0.5
2024-01-10 01:40:00,192,0.5
2024-01-10 01:50:00,416,0.5
2024-01-10 02:00:00,455,0.5
2024-01-10 02:10:00,134,0.5
2024-01-10 02:20:00,397,0.5
2024-01-10 02:30:00,295,0.5
2024-01-10 02:40:00,318,0.5
2024-01-10 02:50:00,379,0.5
2024-01-10 03:00:00,305,0.5
2024-01-10 03:10:00,350,0.5
2024-01-10 03:20:00,463,0.5
2024-01-10 03:30:00,364,0.5
2024-01-10 03:40:00,279,0.5
2024-01-10 03:50:00,424,0.5
2024-01-10 04:00:00,410,0.5
2024-01-10 04:10:00,357,0.5
2024-01-10 04:20:00,411,0.5
2024-01-10 04:30:00,260,0.5
2024-01-10 04:40:00,323,0.5
2024-01-10 04:50:00,347,0.5
2024-01-10 05:00:00,361,0.5
2024-01-10 05:10:00,291,0.5
2024-01-10 05:20:00,372,0.5
2024-01-10 05:30:00,317,0.5
2024-01-10 05:40:00,425,0.5
2024-01-10 05:50:00,212,0.5
2024-01-10 06:00:00,425,0.5
2024-01-10 06:10:00,406,0.5
2024-01-10 06:20:00,305,0.5
2024-01-10 06:30:00,533,0.5
2024-01-10 06:40:00,275,0.5
2024-01-10 06:50:00,447,0.5
2024-01-10 07:00:00,499,0.5
2024-01-10 07:10:00,380,0.5
2024-01-10 07:20:00,287,0.5
2024-01-10 07:30:00,462,0.5
2024-01-10 07:40:00,328,0.5
2024-01-10 07:50:00,466,0.5
2024-01-10 08:00:00,196,0.5
2024-01-10 08:10:00,362,0.5
2024-01-10 08:20:00,411,0.5
2024-01-10 08:30:00,335,0.5
2024-01-10 08:40:00,346,0.5
2024-01-10 08:50:00,312,0.5
2024-01-10 09:00:00,291,0.5
2024-01-10 09:10:00,253,0.5
2024-01-10 09:20:00,292,0.5
2024-01-10 09:30:00,393,0.5
2024-01-10 09:40:00,312,0.5
2024-01-10 09:50:00,214,0.5
2024-01-10 10:00:00,409,0.5
2024-01-10 10:10:00,335,0.5
2024-01-10 10:20:00,412,0.5
2024-01-10 10:30:00,321,0.5
2024-01-10 10:40:00,259,0.5
2024-01-10 10:50:00,400,0.5
2024-01-10 11:00:00,392,0.5
2024-01-10 11:10:00,321,0.5
2024-01-10 11:20:00,244,0.5
